feature,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.12. Болезни костно-мышечной системы и соединительной ткани (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,44.4,47.7,51.2,50.0,49.3,48.1,46.2,43.8,43.5,40.9,40.6,37.4,35.6,34.5,36.4,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.13. Болезни мочеполовой системы (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,46.9,48.3,52.9,54.6,52.4,49.2,46.4,47.5,48.6,47.4,48.2,43.1,39.9,38.5,36.1,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.14. Врожденные аномалии (пороки развития), деформации и хромосомные нарушения (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,1.6,1.9,2.2,1.8,1.7,1.7,1.7,1.8,2.1,1.6,1.6,1.6,1.5,1.6,1.7,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.15. Травмы, отравления и некоторые другие последствия внешних причин (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,105.5,106.4,104.7,104.2,97.2,94.6,101.1,102.5,103.1,101.9,105.0,107.4,103.0,95.8,85.6,
21.1. ВНЕШНЯЯ ТОРГОВЛЯ СО СТРАНАМИ ДАЛЬНЕГО ЗАРУБЕЖЬЯ 22.1.1. Экспорт (в фактически действовавших ценах; миллионов долларов США),2807.4,2476.2,2595.6,3024.4,4231.5,7015.7,7885.1,9837.0,16185.4,10007.2,14594.8,19196,18895.6,20183.8,16594.9,9839.9,8087.0,11275.8918441,13452.2,
22.1. ВНЕШНЯЯ ТОРГОВЛЯ СО СТРАНАМИ ДАЛЬНЕГО ЗАРУБЕЖЬЯ 22.1.2.  Импорт (в фактически действовавших ценах; миллионов долларов США),248,269,242.7,299.3,330.3,473.8,826.3,1384.2,2403.3,1401.6,2138.0,2645.3,2968.2,4241.8,3600.7,2246.2,2442.9,3497.2153452,3515.6,
22.2. ВНЕШНЯЯ ТОРГОВЛЯ СО СТРАНАМИ СНГ 22.2.1.  Экспорт (в фактически действовавших ценах; миллионов долларов США),182.8,350.6,616.6,652.1,1012,1946.5,2726,3097.9,1385.3,1045.6,1007.2,750.9,3262.3,2137.8,1510.9,1568.4,1229.3,1830.7988622999999,2024.3,
22.2. ВНЕШНЯЯ ТОРГОВЛЯ СО СТРАНАМИ СНГ 22.2.2. Импорт (в фактически действовавших ценах; миллионов долларов США),115.1,77.8,57.6,85.4,84.5,90.4,96.2,147.9,168.2,175.1,161.8,314.3,648.7,847.7,607.3,333.7,244.3,378.8464274,339.4,
"19.1. ОРГАНИЗАЦИИ, ВЫПОЛНЯВШИЕ НАУЧНЫЕ ИССЛЕДОВАНИЯ И РАЗРАБОТКИ",105,104,101,98,88.0,83.0,81.0,86.0,80.0,80.0,86.0,106.0,117.0,127.0,114.0,121.0,113.0,114.0,121.0,
"19.2. ЧИСЛЕННОСТЬ ПЕРСОНАЛА, ЗАНЯТОГО НАУЧНЫМИ ИССЛЕДОВАНИЯМИ И РАЗРАБОТКАМИ (человек)",16243,15785,15297,14683,14524.0,14352.0,14227.0,13289.0,12940.0,12783.0,13175.0,13258.0,13730.0,13079,11982,12708,12189,12323,12671,
"19.3. ЧИСЛЕННОСТЬ ПЕРСОНАЛА, ЗАНЯТОГО НАУЧНЫМИ ИССЛЕДОВАНИЯМИ И РАЗРАБОТКАМИ, ПО КАТЕГОРИЯМ   19.3.1. Исследователи (человек)",7364,7078,6622,6367,6332.0,6437.0,6279.0,6230.0,6054.0,6099.0,6377.0,6636.0,6973.0,6682,6580,6796,6685,7142,7335,
"19.3. ЧИСЛЕННОСТЬ ПЕРСОНАЛА, ЗАНЯТОГО НАУЧНЫМИ ИССЛЕДОВАНИЯМИ И РАЗРАБОТКАМИ, ПО КАТЕГОРИЯМ  19.3.2. Техники (человек)",1686,1613,1469,1399,1408,1353,1289,1154,1117,1058,1119,954,1031,1092,1053,1385,1318,1496,1552,
"19.3. ЧИСЛЕННОСТЬ ПЕРСОНАЛА, ЗАНЯТОГО НАУЧНЫМИ ИССЛЕДОВАНИЯМИ И РАЗРАБОТКАМИ, ПО КАТЕГОРИЯМ  19.3.3. Вспомогательный персонал (человек)",4126,3950,4081,3986,3980.0,3765.0,3884.0,3374.0,3229.0,3221.0,3185.0,3156.0,3399.0,3014,2486,2638,2466,2181,2292,
"19.3. ЧИСЛЕННОСТЬ ПЕРСОНАЛА, ЗАНЯТОГО НАУЧНЫМИ ИССЛЕДОВАНИЯМИ И РАЗРАБОТКАМИ, ПО КАТЕГОРИЯМ  19.3.4. Прочие (человек)",3067,3144,3125,2931,2804.0,2797.0,2775.0,2531.0,2540.0,2405,2494.0,2512.0,2327.0,2291,1863,1889,1720,1504,1492,
19.4. ЧИСЛЕННОСТЬ ИССЛЕДОВАТЕЛЕЙ С УЧЕНЫМИ СТЕПЕНЯМИ  19.4.1. Всего (человек),1487,1475,1432,1443,1401.0,1397.0,1371.0,1428.0,1412.0,1382,1400,1515.0,1615.0,1623,1586,1633,1644,1793,1808,
19.4. ЧИСЛЕННОСТЬ ИССЛЕДОВАТЕЛЕЙ С УЧЕНЫМИ СТЕПЕНЯМИ  19.4.2. С ученой степенью доктора наук  (человек),241,252,266,277,278,287,282,300,308,292,289,325,332,328,331,353,352,351,348,
19.4. ЧИСЛЕННОСТЬ ИССЛЕДОВАТЕЛЕЙ С УЧЕНЫМИ СТЕПЕНЯМИ  19.4.3. С ученой степенью кандидата наук (человек),1246,1223,1166,1166,1123.0,1110.0,1089.0,1128.0,1104.0,1090,1111,1190.0,1283.0,1295,1255,1280,1292,1442,1460,
19.5. ВНУТРЕННИЕ ЗАТРАТЫ НА НАУЧНЫЕ ИССЛЕДОВАНИЯ И РАЗРАБОТКИ (миллионов рублей),1193.337,1478.583,1802.02,2314.828,2420.94,3026.8,4147.607,4674.049,5554.779,5556.422,6447.9,8622.0,10447.5,11125.8,12180.8,12202.2,12569.2,16221.4,17788.141600000003,
19.6. ВНУТРЕННИЕ ТЕКУЩИЕ ЗАТРАТЫ НА НАУЧНЫЕ ИССЛЕДОВАНИЯ И РАЗРАБОТКИ ПО ВИДАМ ЗАТРАТ 19.6.1. Всего (миллионов рублей),1103.9,1367.3,1729.7,2190.2926,2383.5,2979.1,4091.7207000000003,4601.7,5450.2,5470.6,6166.3,8314.0,9572.4,10173.9,11424.2,11435.4,11977.3,15590.2,17038.8189,
19.6. ВНУТРЕННИЕ ТЕКУЩИЕ ЗАТРАТЫ НА НАУЧНЫЕ ИССЛЕДОВАНИЯ И РАЗРАБОТКИ ПО ВИДАМ ЗАТРАТ   19.6.2. Оплата труда  (миллионов рублей),451.2,594.2,716.6,899.8,1043.6,1356.0,1750.3,2084.9,2650.4,2717.0,3041.8,3706.3,4011.4,4364.1,5005.7,5173.6,5695.1,6507.9,6453.9132,
"19.6. ВНУТРЕННИЕ ТЕКУЩИЕ ЗАТРАТЫ НА НАУЧНЫЕ ИССЛЕДОВАНИЯ И РАЗРАБОТКИ ПО ВИДАМ ЗАТРАТ  19.6.3. Страховые взносы на  ОПС, ОМС, ОСС (миллионов рублей)",172.5,201.9,241.4,282.9,300.7,341.7,403.0,485.9,578.3,631.1,698.3,1076.6,1109.8,1218.1,1441.8,1446.9,1534.3,1795.5,1788.2132,
19.6. ВНУТРЕННИЕ ТЕКУЩИЕ ЗАТРАТЫ НА НАУЧНЫЕ ИССЛЕДОВАНИЯ И РАЗРАБОТКИ ПО ВИДАМ ЗАТРАТ  19.6.4. Приобретение оборудования  (миллионов рублей),55.0746,58.9,83.1592,56.7,75.9,72.1,190.4,105.2,215.2,124.3,278.9,277.9,270.6,305.5,627.6,227,228.2,504.5,384.3548,
19.6. ВНУТРЕННИЕ ТЕКУЩИЕ ЗАТРАТЫ НА НАУЧНЫЕ ИССЛЕДОВАНИЯ И РАЗРАБОТКИ ПО ВИДАМ ЗАТРАТ  19.6.5. Другие материальные затраты (миллионов рублей),309.7623,320.7,434.3,643.4,584.3,685.1,1172.5,1305.1,1275.2281,1339.8207,1053,1971.3,1939.4,1989.1,2062.4,1934.1,1624.3,2409.2,2209.3767000000003,
19.6. ВНУТРЕННИЕ ТЕКУЩИЕ ЗАТРАТЫ НА НАУЧНЫЕ ИССЛЕДОВАНИЯ И РАЗРАБОТКИ ПО ВИДАМ ЗАТРАТ  19.6.6. Прочие текущие затраты (миллионов рублей),115.3,191.7,254.2,307.4,378.9,524.1615,575.5,620.6,731.1,658.5,1094.3,1281.9418,2241.2,2297.1,2286.7,2653.8,2895.5,4373.1,6202.961,
19.7. КАПИТАЛЬНЫЕ  ЗАТРАТЫ НА НАУЧНЫЕ ИССЛЕДОВАНИЯ И РАЗРАБОТКИ (миллионов рублей),89.4,111.3,72.4,124.5,37.5,47.715199999999996,55.9,72.4,104.6,85.8,281.6268,308,875.0412,951.8573,756.5556,766.8443000000001,591.8339,631.1886999999999,749.3226999999999,
19.8. ВНУТРЕННИЕ ТЕКУЩИЕ ЗАТРАТЫ НА НАУЧНЫЕ ИССЛЕДОВАНИЯ И РАЗРАБОТКИ ПО ВИДАМ РАБОТ  19.8.1. Всего (миллионов рублей),1103.9,1367.3,1729.7,2190.3,2383.467,2979.1,4091.7,4601.7,5450.2,5470.6,6166.3,8314.0,9572.4,10173.9,11424.2,11435.4,11977.3,15590.2,17038.8189,
19.8. ВНУТРЕННИЕ ТЕКУЩИЕ ЗАТРАТЫ НА НАУЧНЫЕ ИССЛЕДОВАНИЯ И РАЗРАБОТКИ ПО ВИДАМ РАБОТ  19.8.2. Фундаментальные исследования (миллионов рублей),116,136.9,164.1,240.9,302.4,332.4,523.8,554.3,726.7,838.8,828.3,964.4,1255.1,1416,2279.6,2049.1,1900.7,2329.9,2240.7237,
19.8. ВНУТРЕННИЕ ТЕКУЩИЕ ЗАТРАТЫ НА НАУЧНЫЕ ИССЛЕДОВАНИЯ И РАЗРАБОТКИ ПО ВИДАМ РАБОТ  19.8.3. Прикладные исследования (миллионов рублей),208.3,291,166.8,129.4,556.4,270.3,476.3,525.6,472.2,497.738,1011.5,1068.4,817.5,946.7,1444.3,1455.2,1606.1,1995.5,2261.1947999999998,
19.8. ВНУТРЕННИЕ ТЕКУЩИЕ ЗАТРАТЫ НА НАУЧНЫЕ ИССЛЕДОВАНИЯ И РАЗРАБОТКИ ПО ВИДАМ РАБОТ  19.8.4. Разработки (миллионов рублей),779.6,939.5,1398.7,1819.9,1524.6,2376.4,3091.6,3521.8,4251.4,4134.1,4326.5,6281.2,7499.8,7811.2,7700.3,7931.1,8470.6,11264.8,12536.9004,
19.9. ПОСТУПЛЕНИЕ ПАТЕНТНЫХ ЗАЯВОК И ВЫДАЧА ПАТЕНТОВ В РОССИИ 19.9.1. Подано патентных заявок на изобретения (единиц),650,669,630,600,610,698,744,760,659,660,837,790,961,789,864,808,723,688,726,
19.9. ПОСТУПЛЕНИЕ ПАТЕНТНЫХ ЗАЯВОК И ВЫДАЧА ПАТЕНТОВ В РОССИИ 19.9.2. Подано патентных заявок на полезные модели (единиц),143,170,201,281,316,410,539,467,394,370,401,529,656,635,765,477,446,399,451,
19.9. ПОСТУПЛЕНИЕ ПАТЕНТНЫХ ЗАЯВОК И ВЫДАЧА ПАТЕНТОВ В РОССИИ  19.9.3. Выдано патентов на избретения (единиц),391,406,411,541,541,533,507,521,599,646,602,540,722,705,781,882,632,691,668,
19.9. ПОСТУПЛЕНИЕ ПАТЕНТНЫХ ЗАЯВОК И ВЫДАЧА ПАТЕНТОВ В РОССИИ 19.9.4.  Выдано патентов на полезные модели (единиц),139,143,143,272,357,312,518,496,352,379,350,410,525,562,832,382,402,333,410,
19.10. РАЗРАБОТАННЫЕ ПЕРЕДОВЫЕ ПРОИЗВОДСТВЕННЫЕ ТЕХНОЛОГИИ,1,5,3,3,3,6,3,5,8,15,17,16,46,24,37,58,64,57,43,
19.11. ИСПОЛЬЗУЕМЫЕ ПЕРЕДОВЫЕ ПРОИЗВОДСТВЕННЫЕ ТЕХНОЛОГИИ,1031,1212,1348,1614,1983,1999,2200,2363,2790,3469,4076,4847,5151,5280,6025,6675,7355.0,7648.0,7694.0,
"19.12. ИННОВАЦИОННАЯ АКТИВНОСТЬ ОРГАНИЗАЦИИ 19.12.1. Удельный вес организаций, осуществлявших технологические, маркетинговые и организационные инновации, в общем числе обследованных организаций в 2006-2016 гг. (в процентах)",,,,,,,12.8,14.1,14.3,14.5,14.9,18.1,19.1,21,20.5,20.5,21.3,,,
"19.12. ИННОВАЦИОННАЯ АКТИВНОСТЬ ОРГАНИЗАЦИЙ 19.12.2. Удельный вес организаций, осуществлявших технологические инновации, в общем числе обследованных организаций в 2000-2016 гг. (в процентах)",13.4,9.6,12.6,12.7,15.9,12.7,11.3,10.9,12.8,12.5,12.9,16.4,16.9,18.7,18.9,19.5,20,,,
19.13. ЗАТРАТЫ НА ТЕХНОЛОГИЧЕСКИЕ ИННОВАЦИИ 19.13.1. Всего (миллионов рублей),3318.2,5228,5219.1,4548.4,9298.4,9887.4,17568.4,18893.1,23731.3,8262.5,14351.1,44166.4,38101,64436.5,95720.7,53353.8,57571.1,78404.6,126908.4087,
"19.13. ЗАТРАТЫ НА ТЕХНОЛОГИЧЕСКИЕ ИННОВАЦИИ 19.13.2. В процентах от общего объема отгруженных товаров, выполненных работ, услуг (в процентах)",1.483172000072475,3.5742619938311777,3.4384408205430206,1.1687315049133291,2.0504169986466607,2.1532271673736303,2.7,2.570215111987193,2.6385617496353775,1.0181529436308074,1.4,3.4,2.6,4.2,5.8,2.9,2.9,3.5,4.52,
"19.14. ОБЪЕМ ИННОВАЦИОННЫХ ТОВАРОВ, РАБОТ, УСЛУГ 19.14.1. Всего (миллионов рублей)",8409.485,10720.2637,12881.283099999999,29688.4075,41483.226,95409.4612,109063,127077.32759999999,132817.1065,152225.8934,161216,195968.8903,272573.8972,322319.8,338058.5,373171.4,391148.5,435557.7,586665.9922000001,
"19.14. ОБЪЕМ ИННОВАЦИОННЫХ ТОВАРОВ, РАБОТ, УСЛУГ 19.14.2. В процентах от общего объема отгруженных товаров, выполненных работ, услуг  (в процентах)",3.8,7.3,8.5,7.6,9.1,20.8,16.5,17.28758879452593,14.944751363301195,17.87639580529225,15.6,14.892010658272307,18.378981124908794,21.1,20.5,20.4,19.6,19.6,20.9,
ИНВЕСТИЦИИ В ОСНОВНОЙ КАПИТАЛ 11.1. ИНВЕСТИЦИИ В ОСНОВНОЙ КАПИТАЛ (в фактически действовавших ценах; миллионов рублей),44716.0,56384.94899999999,56709.3267958583,70301.56244251493,99552.23354204431,139361.0,160605.8318195358,214557.87659392846,273098.0,277573.0,328944.0,393569.0,470751.0,525730.0,542781.0,617128.0,636494.114,637611.686,629731.027,
ИНВЕСТИЦИИ В ОСНОВНОЙ КАПИТАЛ 11.2. ИНВЕСТИЦИИ В ОСНОВНОЙ КАПИТАЛ на душу населения (в фактически действовавших ценах;  рублей),11804.0,14899.487230981234,15003.320769794658,18621.026417567613,26401.97397522442,37016.0,42687.6,56988.4,72437.0,73452.0,86885.0,103698.0,123472.0,137262.0,141106.0,159800.0,164172.0,163920.0,161616.0,
ИНВЕСТИЦИИ В ОСНОВНОЙ КАПИТАЛ 11.3. ИНДЕКС ФИЗИЧЕСКОГО ОБЪЕМА ИНВЕСТИЦИЙ В ОСНОВНОЙ КАПИТАЛ (в сопоставимых ценах; в процентах к предыдущему году),134.2,112.8,89.96001024971109,108.25030936042405,119.60086719008838,121.1,100.21289686554675,114.72119403094123,105.7,96.7,113.6,109.9,110.1,106.2,100.0,100.0,100.00992267616905,99.28204405982972,96.5,
11.4. ПОСТУПЛЕНИЕ ПРЯМЫХ ИНОСТРАННЫХ ИНВЕСТИЦИЙ В РОССИЙСКУЮ ФЕДЕРАЦИЮ 11.4.1. Сальдо,,,,,,,,,,,,-62.0,418.0,157.0,236.0,107.0,548.0,105.0,254.0,
11.4. ПОСТУПЛЕНИЕ ПРЯМЫХ ИНОСТРАННЫХ ИНВЕСТИЦИЙ В РОССИЙСКУЮ ФЕДЕРАЦИЮ 11.4.2. Поступило,,,,,,,,,,,,322.0,777.0,438.0,540.0,1314.0,804.0,662.0,577.0,
11.4. ПОСТУПЛЕНИЕ ПРЯМЫХ ИНОСТРАННЫХ ИНВЕСТИЦИЙ В РОССИЙСКУЮ ФЕДЕРАЦИЮ 11.4.3. Изъято,,,,,,,,,,,,384.0,359.0,281.0,304.0,1207.0,256.0,557.0,323.0,
20.1. ДОХОДЫ КОНСОЛИДИРОВАННЫХ БЮДЖЕТОВ СУБЪЕКТОВ РОССИЙСКОЙ ФЕДЕРАЦИИ  (миллионов рублей),59164.8,56385.2,55253.0,56886.8,75004.4,87257.9,88326.7,106132.5,139269.0,140637.0,176158.5,191505.4,210724.7,208335.2,216806.7,242485.6,261982.2,287664.1,324919.3,
20.2. РАСХОДЫ КОНСОЛИДИРОВАННЫХ БЮДЖЕТОВ СУБЪЕКТОВ РОССИЙСКОЙ ФЕДЕРАЦИИ   (миллионов рублей),58250.3,55320.4,54881.3,58317.1,79373.9,87822.9,86262.0,108517.8,146268.5,152731.5,193850.1,206824.1,214307.1,209554.5,234626.1,248936.7,261510.4,274013.7,319388.5,
20.3. РАСХОДЫ КОНСОЛИДИРОВАННЫХ БЮДЖЕТОВ СУБЪЕКТОВ РОССИЙСКОЙ ФЕДЕРАЦИИ НА РЕАЛИЗАЦИЮ МЕР СОЦИАЛЬНОЙ ПОДДЕРЖКИ ОТДЕЛЬНЫХ КАТЕГОРИЙ ГРАЖДАН (тысяч рублей),,,,,,2876396.0,4416491.0,5188867.0,5891179.0,6850901.0,6875507.0,8301890.0,9118573.0,11307944.0,12710678.0,13686213.0,14035149.0,14780323.0,14640269.0,
20.4.  ИСПОЛНЕНИЕ БЮДЖЕТА ПЕНСИОННОГО  ФОНДА РОССИЙСКОЙ ФЕДЕРАЦИИ 20.4.1. Поступление (миллионов рублей),7823,11950.1,16114.5,17756.2,21210.7,30276.1,36091.8,50379.8,66741.8,77450.5,111278.6,125310.3,139847.5,161567.7,154632.7,176133.8,187408.5,202134,204160.3,
20.4. ИСПОЛНЕНИЕ БЮДЖЕТА ПЕНСИОННОГО  ФОНДА РОССИЙСКОЙ ФЕДЕРАЦИИ 20.4.2. Расходование (миллионов рублей),7884.6,11735.3,15957.2,18867,22156.3,30743,36345.5,42338,56044.8,72287.7,103893.6,118364.7,130720.014,150789.2,152168.6,176922.7,186782.4,201455.5,205773.5,
20.5. ИСПОЛНЕНИЕ БЮДЖЕТА ФОНДА СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ 20.5.1.  Поступление (миллионов рублей),2341.6,2502.9,2837.2,3041.0,3580.8,4236.7,4261.5,5352.8,6645.3,6298.2,7257.7,9140.7,9867.1,10936.5,12031.5,11774.9,13212.8,14367.1,15591.0,
20.5. ИСПОЛНЕНИЕ БЮДЖЕТА ФОНДА СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ 20.5.2. Расходование (миллионов рублей),2222,2703.5,2998.6,2934.8,3038.6,4235.0,4668.9,7020.3,9017.6,10701.2,11511.3,11484.2,12648.0,13380.3,13468.3,14875.4,17457.5,18043.9,18557.0,
20.6. ИСПОЛНЕНИЕ БЮДЖЕТОВ ТЕРРИТОРИАЛЬНЫХ ФОНДОВ ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ  20.6.1. Поступление (миллионов рублей),1846.3,3106.1,5557.3,5518.3,5785.4,6234.8,7750.0,10251.5,16727.2,17704.6,18706.1,26053.1,30324.4,30910.7,34512.8,38814.5,38539.4,41378.5,49894.8,
20.6. ИСПОЛНЕНИЕ БЮДЖЕТОВ ТЕРРИТОРИАЛЬНЫХ ФОНДОВ ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ 20.6.2. Расходование (миллионов рублей),1984.7,2926.5,5453.5,5605.1,5701.3,6314.3,7380.4,9739.8,17434.4,17805.7,18684.8,24939.7,30114.1,29852.1,36143.5,39021.7,38958.8,41505.7,49835.1,
20.7. ЧИСЛО ДЕЙСТВУЮЩИХ КРЕДИТНЫХ ОРГАНИЗАЦИЙ (на начало года),26,25,25,25,26,27,27,26,26,26,26,26,25,23,22,22,22,20,15,16
20.8. ЧИСЛО ДЕЙСТВУЮЩИХ ФИЛИАЛОВ КРЕДИТНЫХ ОРГАНИЗАЦИЙ В СУБЪЕКТЕ (на начало года),99,98,98.0,99.0,98.0,102.0,103.0,111.0,102.0,95.0,94.0,96.0,96.0,89.0,66,49.0,38.0,29.0,16,8
"20.9. ВКЛАДЫ (ДЕПОЗИТЫ) ЮРИДИЧЕСКИХ И ФИЗИЧЕСКИХ ЛИЦ В РУБЛЯХ, ПРИВЛЕЧЕННЫЕ КРЕДИТНЫМИ ОРГАНИЗАЦИЯМИ 20.9.1. Всего (исходя из места привлечения средств; на начало года; миллионов рублей)",5181,9552,16373.0,20673.0,32020,43956.0,81738.0,107042.0,153014.0,158749.0,187275.0,262918.0,346242.0,390067.0,465414,523793.0,587669.0,667842.0,702175.0,820207.0
"20.9. ВКЛАДЫ (ДЕПОЗИТЫ) ЮРИДИЧЕСКИХ И ФИЗИЧЕСКИХ ЛИЦ В РУБЛЯХ, ПРИВЛЕЧЕННЫЕ КРЕДИТНЫМИ ОРГАНИЗАЦИЯМИ 20.9.2. Физических лиц (исходя из места привлечения средств; на начало года; миллионов рублей)",4798,7963,11492,16516.0,26903,36352.0,51091.0,72032.0,94384.0,97328.0,125287.0,178151.0,220067.0,269122.0,321180,318737.0,401638.0,458979.0,454672.0,488042.0
"20.10. ВКЛАДЫ (ДЕПОЗИТЫ) ЮРИДИЧЕСКИХ И ФИЗИЧЕСКИХ ЛИЦ В ИНОСТРАННОЙ ВАЛЮТЕ, ПРИВЛЕЧЕННЫЕ КРЕДИТНЫМИ ОРГАНИЗАЦИЯМИ 20.10.1. Всего (исходя из места привлечения средств; на начало года; миллионов рублей)",1223,2284,3105,5488.0,5616,5955.0,6833.0,6055.0,27101.0,18446.0,26200.0,21380.0,22355.0,27566.0,31574,85357.0,142866.0,120862.0,114476.0,118433.0
"20.10. ВКЛАДЫ (ДЕПОЗИТЫ) ЮРИДИЧЕСКИХ И ФИЗИЧЕСКИХ ЛИЦ В ИНОСТРАННОЙ ВАЛЮТЕ, ПРИВЛЕЧЕННЫЕ КРЕДИТНЫМИ ОРГАНИЗАЦИЯМИ 20.10.2. Физических лиц (исходя из места привлечения средств; на начало года; миллионов рублей)",1146,1754,2695,4934.0,5274,5419.0,6326.0,5537.0,6623.0,14428.0,20212.0,18935.0,21297.0,25781.0,30646,60700.0,90145.0,83033.0,69930.0,90575.0
20.11. ВКЛАДЫ (ДЕПОЗИТЫ) ФИЗИЧЕСКИХ ЛИЦ НА РУБЛЕВЫХ СЧЕТАХ В СБЕРБАНКЕ РОССИИ (на начало года; миллионов рублей),4225,6482,8896,11661,15039,17828,21421.0,28365,35205,38979,47667,61582.0,71192.0,80885.0,101638,95988,117827,159052,192925,202288
20.12. ВКЛАДЫ (ДЕПОЗИТЫ) ФИЗИЧЕСКИХ ЛИЦ НА ВАЛЮТНЫХ СЧЕТАХ В СБЕРБАНКЕ РОССИИ  (на начало года; миллионов рублей),801,1276,1810,2860,2758,2804,3151,2952,3397,6458,6983,7131,8644,9791.0,11020,21056,34390,33389,29638,41223
"20.13. ЗАДОЛЖЕННОСТЬ ПО КРЕДИТАМ В РУБЛЯХ, ПРЕДОСТАВЛЕННЫМ КРЕДИТНЫМИ ОРГАНИЗАЦИЯМИ ЮРИДИЧЕСКИМ ЛИЦАМ   (исходя из местонахождения заемщиков; на начало года;  миллионов рублей)",3014,9546,21266.0,28608.0,44596.0,68096.0,106804.0,141782.0,223589.0,278002.0,293161.0,328606.0,391317.0,424719.0,464622,542390.0,615087.0,620326.0,549694.0,473267.0
"20.14. ЗАДОЛЖЕННОСТЬ ПО КРЕДИТАМ В РУБЛЯХ, ПРЕДОСТАВЛЕННЫМ КРЕДИТНЫМИ ОРГАНИЗАЦИЯМИ ФИЗИЧЕСКИМ ЛИЦАМ 20.14.1. Всего (исходя из местонахождения заемщиков; на начало года;  миллионов рублей)",311,654,1952.0,3925.0,8696.0,16965.0,24043.0,43214.0,73438.0,97159.0,83997.0,90334.0,129325.0,186211.0,245803,278330.0,259176.0,270165.0,309496.0,391067.0
"20.14. ЗАДОЛЖЕННОСТЬ ПО КРЕДИТАМ В РУБЛЯХ, ПРЕДОСТАВЛЕННЫМ КРЕДИТНЫМИ ОРГАНИЗАЦИЯМИ ФИЗИЧЕСКИМ ЛИЦАМ 20.14.2. По жилищным кредитам2) (исходя из местонахождения заемщиков; на начало года;  миллионов рублей)",,,,,,797.0,2125.0,6684.0,16273.0,23946.0,21559.0,25091.0,33665.0,47657.0,63675.0,87304.0,94150.0,113561.0,140945.0,180604.0
"20.14. ЗАДОЛЖЕННОСТЬ ПО КРЕДИТАМ В РУБЛЯХ, ПРЕДОСТАВЛЕННЫМ КРЕДИТНЫМИ ОРГАНИЗАЦИЯМИ ФИЗИЧЕСКИМ ЛИЦАМ 20.14.3. По ипотечным жилищным кредитам (исходя из местонахождения заемщиков; на начало года;  миллионов рублей)",,,,,,281.0,726.0,3758.0,10755.0,17545.0,16079.0,20000.0,28930.0,43919.0,60709.0,84779.0,92108.0,112507.0,139879.0,179735.0
"20.15. ЗАДОЛЖЕННОСТЬ ПО КРЕДИТАМ В ИНОСТРАННОЙ ВАЛЮТЕ, ПРЕДОСТАВЛЕННЫМ КРЕДИТНЫМИ ОРГАНИЗАЦИЯМИ ЮРИДИЧЕСКИМ ЛИЦАМ   (исходя из местонахождения заемщиков; на начало года;  миллионов рублей)",1997,3912,6565,6351,8274,7498,15965,21980.0,33832.0,50960.0,56201.0,59265.0,61653.0,55337.0,73402.0,122183.0,217033.0,184542.0,187145.0,233480.0
"20.16.  ЗАДОЛЖЕННОСТЬ ПО КРЕДИТАМ В ИНОСТРАННОЙ ВАЛЮТЕ, ПРЕДОСТАВЛЕННЫМ КРЕДИТНЫМИ ОРГАНИЗАЦИЯМИ ФИЗИЧЕСКИМ ЛИЦАМ 20.16.1. Всего (исходя из местонахождения заемщиков; на начало года;  миллионов рублей)",49,34,44.0,246.0,375.0,402.0,714.0,1409.0,1741.0,2005.0,1732.0,1514.0,1542.0,1188.0,1059.0,1489.0,1772.0,1224.0,182.0,373.0
"20.16.  ЗАДОЛЖЕННОСТЬ ПО КРЕДИТАМ В ИНОСТРАННОЙ ВАЛЮТЕ, ПРЕДОСТАВЛЕННЫМ КРЕДИТНЫМИ ОРГАНИЗАЦИЯМИ ФИЗИЧЕСКИМ ЛИЦАМ  20.16.2. По жилищным кредитам2) (исходя из местонахождения заемщиков; на начало года;  миллионов рублей)",,,,,,50,178.0,513.0,834.0,1140.0,872.0,751.0,1152.0,929.0,919.0,369.0,323.0,181.0,83.0,81.0
